Timestamp,Zone Name,Entry Count,Exit Count
2026-02-28 19:52:27,Zone 1,1,0
2026-02-28 19:52:52,Zone 1,2,0
2026-02-28 19:53:00,Zone 1,3,0
2026-02-28 19:53:01,Zone 1,4,0
2026-02-28 19:56:16,Zone 1,1,0
2026-02-28 19:56:30,Zone 1,1,1
2026-02-28 19:56:35,Zone 1,2,1
2026-02-28 19:56:41,Zone 1,2,2
2026-02-28 19:56:44,Zone 1,3,2
2026-02-28 20:24:59,Zone 1,1,0
2026-02-28 20:25:01,Zone 1,1,1
2026-02-28 20:25:05,Zone 1,2,1
2026-02-28 20:25:05,Zone 1,2,2
2026-02-28 20:25:32,Zone 1,1,0
2026-02-28 20:25:33,Zone 1,1,1
2026-02-28 20:25:44,Zone 1,1,0
2026-02-28 20:25:55,Zone 1,1,1
2026-02-28 20:25:57,Zone 1,2,1
2026-02-28 20:26:36,Zone 1,0,1
2026-02-28 20:26:44,Zone 1,1,1
2026-02-28 20:26:45,Zone 1,1,2
2026-02-28 20:27:17,Zone 1,1,0
2026-02-28 20:27:41,Zone 1,1,1
2026-02-28 20:28:01,Zone 1,1,0
2026-02-28 20:28:03,Zone 1,1,1
2026-02-28 20:28:21,Zone 1,2,1
2026-02-28 20:28:22,Zone 1,2,2
2026-02-28 20:28:23,Zone 1,3,2
Zone 2,1,0
Zone 2,2,0
Zone 2,3,0
Zone 2,4,0
Zone 3,1,0
Zone 3,1,1
Zone 3,2,1
Zone 3,2,2
Zone 3,3,2
Zone 3,3,3
Zone 3,4,3
Zone 1,1,0
Zone 1,1,1
Zone 1,2,1
Zone 1,3,1
Zone 2,1,0
Zone 1,3,2
Zone 1,3,3
Zone 2,1,1
Zone 1,4,3
Zone 1,5,3
